artist,title,ids,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Tyler Childers,In Your Love,1olWQ1LOUYs4VBwx5N8Lz9,0.534,0.409,7,-9.559,1,0.0378,0.844,0.000656,0.115,0.243,127.357,audio_features,1olWQ1LOUYs4VBwx5N8Lz9,spotify:track:1olWQ1LOUYs4VBwx5N8Lz9,https://api.spotify.com/v1/tracks/1olWQ1LOUYs4VBwx5N8Lz9,https://api.spotify.com/v1/audio-analysis/1olWQ1LOUYs4VBwx5N8Lz9,225827,4
Dustin Lynch,Stars Like Confetti,5wtPc1OQ7g1H8FBkwWqbhh,0.623,0.874,10,-3.058,1,0.0329,0.00714,0.0,0.143,0.961,109.97,audio_features,5wtPc1OQ7g1H8FBkwWqbhh,spotify:track:5wtPc1OQ7g1H8FBkwWqbhh,https://api.spotify.com/v1/tracks/5wtPc1OQ7g1H8FBkwWqbhh,https://api.spotify.com/v1/audio-analysis/5wtPc1OQ7g1H8FBkwWqbhh,194267,4
Russell Dickerson,God Gave Me A Girl,7kkLBfxW41iVO0cdLU9e9S,0.518,0.845,7,-5.051,1,0.0647,0.249,0.0,0.0764,0.37,142.133,audio_features,7kkLBfxW41iVO0cdLU9e9S,spotify:track:7kkLBfxW41iVO0cdLU9e9S,https://api.spotify.com/v1/tracks/7kkLBfxW41iVO0cdLU9e9S,https://api.spotify.com/v1/audio-analysis/7kkLBfxW41iVO0cdLU9e9S,187227,4
Zach Bryan Featuring The Lumineers,Spotless,4KULAymBBJcPRpk1yO4dOG,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,audio_features,4KULAymBBJcPRpk1yO4dOG,spotify:track:4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/tracks/4KULAymBBJcPRpk1yO4dOG,https://api.spotify.com/v1/audio-analysis/4KULAymBBJcPRpk1yO4dOG,227196,4
Lil Yachty & J. Cole,The Secret Recipe,5lcYNUreUk4OwC8AhfG8qu,0.55,0.823,5,-4.59,1,0.314,0.723,0.0,0.171,0.665,143.903,audio_features,5lcYNUreUk4OwC8AhfG8qu,spotify:track:5lcYNUreUk4OwC8AhfG8qu,https://api.spotify.com/v1/tracks/5lcYNUreUk4OwC8AhfG8qu,https://api.spotify.com/v1/audio-analysis/5lcYNUreUk4OwC8AhfG8qu,248661,4
Zach Bryan,Oklahoma Smoke Show,0OWhKvvsHptt6vnnNUSM9a,0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,audio_features,0OWhKvvsHptt6vnnNUSM9a,spotify:track:0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/tracks/0OWhKvvsHptt6vnnNUSM9a,https://api.spotify.com/v1/audio-analysis/0OWhKvvsHptt6vnnNUSM9a,211739,4
Calle 24 x Chino Pacas x Fuerza Regida,Que Onda,1QpM1kB7sggMOBuWUNUnfg,0.679,0.785,1,-6.436,1,0.0364,0.0802,0.0,0.127,0.819,91.043,audio_features,1QpM1kB7sggMOBuWUNUnfg,spotify:track:1QpM1kB7sggMOBuWUNUnfg,https://api.spotify.com/v1/tracks/1QpM1kB7sggMOBuWUNUnfg,https://api.spotify.com/v1/audio-analysis/1QpM1kB7sggMOBuWUNUnfg,129953,3
Travis Scott Featuring Playboi Carti,FE!N,0RsUZkIIsJAXDzsDa5xz12,0.525,0.0856,0,-16.351,1,0.0395,0.976,0.865,0.118,0.121,74.038,audio_features,0RsUZkIIsJAXDzsDa5xz12,spotify:track:0RsUZkIIsJAXDzsDa5xz12,https://api.spotify.com/v1/tracks/0RsUZkIIsJAXDzsDa5xz12,https://api.spotify.com/v1/audio-analysis/0RsUZkIIsJAXDzsDa5xz12,150088,4
Rod Wave,Long Journey,59ksHIFa69pi0az2bKdu6s,0.647,0.642,2,-7.687,1,0.0785,0.177,0.0,0.0948,0.219,87.523,audio_features,59ksHIFa69pi0az2bKdu6s,spotify:track:59ksHIFa69pi0az2bKdu6s,https://api.spotify.com/v1/tracks/59ksHIFa69pi0az2bKdu6s,https://api.spotify.com/v1/audio-analysis/59ksHIFa69pi0az2bKdu6s,120895,4
Luke Bryan,But I Got A Beer In My Hand,3jhV8I9sIPXsjPs2ZOnSaf,0.404,0.788,2,-4.355,1,0.0535,0.00518,1.71e-06,0.17,0.608,208.138,audio_features,3jhV8I9sIPXsjPs2ZOnSaf,spotify:track:3jhV8I9sIPXsjPs2ZOnSaf,https://api.spotify.com/v1/tracks/3jhV8I9sIPXsjPs2ZOnSaf,https://api.spotify.com/v1/audio-analysis/3jhV8I9sIPXsjPs2ZOnSaf,176427,4
Peso Pluma,Rubicon,0xGZjxYqcNQ8WqxyeZ4eSN,0.758,0.816,5,-7.284,1,0.0406,0.136,3.64e-06,0.326,0.915,139.959,audio_features,0xGZjxYqcNQ8WqxyeZ4eSN,spotify:track:0xGZjxYqcNQ8WqxyeZ4eSN,https://api.spotify.com/v1/tracks/0xGZjxYqcNQ8WqxyeZ4eSN,https://api.spotify.com/v1/audio-analysis/0xGZjxYqcNQ8WqxyeZ4eSN,238447,3
Zach Bryan,East Side Of Sorrow,00syWkRGIVQvYsg2OwfBUw,0.408,0.607,10,-7.463,1,0.0391,0.236,8.02e-05,0.0972,0.169,144.136,audio_features,00syWkRGIVQvYsg2OwfBUw,spotify:track:00syWkRGIVQvYsg2OwfBUw,https://api.spotify.com/v1/tracks/00syWkRGIVQvYsg2OwfBUw,https://api.spotify.com/v1/audio-analysis/00syWkRGIVQvYsg2OwfBUw,209320,4
Bad Bunny,Where She Goes,0SMkzFGJOBFDI9KfYD55L0,0.536,0.854,7,-6.907,1,0.0298,0.0129,0.743,0.156,0.905,122.733,audio_features,0SMkzFGJOBFDI9KfYD55L0,spotify:track:0SMkzFGJOBFDI9KfYD55L0,https://api.spotify.com/v1/tracks/0SMkzFGJOBFDI9KfYD55L0,https://api.spotify.com/v1/audio-analysis/0SMkzFGJOBFDI9KfYD55L0,162160,4
